Id,Province_State,Country_Region,Date,PM2.5,PM10,GDP/capita 2019,Improved Sanitation,Safe Sanitation,Open Defecation,Handwashing,Average yearly temperature (1961–1990),Vapor Pressure,Relative Humidity,ConfirmedCases,Fatalities,Days since first infection
1,,Afghanistan,22-01-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
2,,Afghanistan,23-01-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
3,,Afghanistan,24-01-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
4,,Afghanistan,25-01-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
5,,Afghanistan,26-01-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
6,,Afghanistan,27-01-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
7,,Afghanistan,28-01-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
8,,Afghanistan,29-01-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
9,,Afghanistan,30-01-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
10,,Afghanistan,31-01-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
11,,Afghanistan,01-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
12,,Afghanistan,02-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
13,,Afghanistan,03-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
14,,Afghanistan,04-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
15,,Afghanistan,05-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
16,,Afghanistan,06-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
17,,Afghanistan,07-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
18,,Afghanistan,08-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
19,,Afghanistan,09-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
20,,Afghanistan,10-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
21,,Afghanistan,11-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
22,,Afghanistan,12-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
23,,Afghanistan,13-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
24,,Afghanistan,14-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
25,,Afghanistan,15-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
26,,Afghanistan,16-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
27,,Afghanistan,17-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
28,,Afghanistan,18-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
29,,Afghanistan,19-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
30,,Afghanistan,20-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
31,,Afghanistan,21-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
32,,Afghanistan,22-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
33,,Afghanistan,23-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,0,0,0
34,,Afghanistan,24-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,1,0,0
35,,Afghanistan,25-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,1,0,1
36,,Afghanistan,26-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,1,0,2
37,,Afghanistan,27-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,1,0,3
38,,Afghanistan,28-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,1,0,4
39,,Afghanistan,29-02-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,1,0,5
40,,Afghanistan,01-03-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,1,0,6
41,,Afghanistan,02-03-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,1,0,7
42,,Afghanistan,03-03-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,1,0,8
43,,Afghanistan,04-03-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,1,0,9
44,,Afghanistan,05-03-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,1,0,10
45,,Afghanistan,06-03-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,1,0,11
46,,Afghanistan,07-03-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,1,0,12
47,,Afghanistan,08-03-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,4,0,13
48,,Afghanistan,09-03-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,4,0,14
49,,Afghanistan,10-03-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,5,0,15
50,,Afghanistan,11-03-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,7,0,16
51,,Afghanistan,12-03-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,7,0,17
52,,Afghanistan,13-03-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,7,0,18
53,,Afghanistan,14-03-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,11,0,19
54,,Afghanistan,15-03-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,16,0,20
55,,Afghanistan,16-03-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,21,0,21
56,,Afghanistan,17-03-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,22,0,22
57,,Afghanistan,18-03-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,22,0,23
58,,Afghanistan,19-03-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,22,0,24
59,,Afghanistan,20-03-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,24,0,25
60,,Afghanistan,21-03-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,24,0,26
61,,Afghanistan,22-03-20,46.32737144,24.16834541,2094.928,0.319,0.758905223,0.13546370000000002,0.37591529999999995,12.6,8.028571429,50.38095238,40,1,27
